CARD NAME,RELEASE DATE,SET,RARITY,Shandalar ID,Gatherer ID,TYPE,COST,POWER,TOUGHNESS,TEXT,CTYPE,COLOR_IDENTITY
Doomwake Giant,4/1/2014,Journey into Nyx,Rare,.13877,380405,Enchantment Creature - Giant,{4}{B},4,6,"Constellation- Whenever Doomwake Giant or another enchantment enters the battlefield under your control, creatures your opponents control get -1/-1 until end of turn.",mono,{B}
Eidolon of Blossoms,4/1/2014,Journey into Nyx,Rare,.13880,380408,Enchantment Creature - Spirit,{2}{G}{G},2,2,"Constellation- Whenever Eidolon of Blossoms or another enchantment enters the battlefield under your control, draw a card.",mono,{G}
Eidolon of the Great Revel,4/1/2014,Journey into Nyx,Rare,.13882,380410,Enchantment Creature - Spirit,{R}{R},2,2,"Whenever a player casts a spell with converted mana cost 3 or less, Eidolon of the Great Revel deals 2 damage to that player.",mono,{R}
Extinguish All Hope,4/1/2014,Journey into Nyx,Rare,.13883,380411,Sorcery,{4}{B}{B},,,Destroy all nonenchantment creatures.,mono,{B}
Hall of Triumph,4/1/2014,Journey into Nyx,Rare,.13904,380431,Legendary Artifact,{3},,,"As Hall of Triumph enters the battlefield, choose a color.<br>Creatures you control of the chosen color get +1/+1.",colorless,
Heroes' Bane,4/1/2014,Journey into Nyx,Rare,.13907,380434,Creature - Hydra,{3}{G}{G},0,0,"Heroes' Bane enters the battlefield with four +1/+1 counters on it.<br>{2}{G}{G}: Put X +1/+1 counters on Heroes' Bane, where X is its power.",mono,{G}
Mana Confluence,4/1/2014,Journey into Nyx,Rare,.13929,380453,Land,,,,"{T}, Pay 1 life: Add one mana of any color to your mana pool.",land,
Master of the Feast,4/1/2014,Journey into Nyx,Rare,.13931,380455,Enchantment Creature - Demon,{1}{B}{B},5,5,"Flying<br>At the beginning of your upkeep, each opponent draws a card.",mono,{B}
Pheres-Band Warchief,4/1/2014,Journey into Nyx,Rare,.13950,380472,Creature - Centaur Warrior,{3}{G},3,3,"Vigilance, trample<br>Other Centaur creatures you control get +1/+1 and have vigilance and trample.",mono,{G}
Revel of the Fallen God,4/1/2014,Journey into Nyx,Rare,.13959,380482,Sorcery,{3}{R}{R}{G}{G},,,Put four 2/2 red and green Satyr creature tokens with haste onto the battlefield.,multi,{R}{G}
Scourge of Fleets,4/1/2014,Journey into Nyx,Rare,.13970,380494,Creature - Kraken,{5}{U}{U},6,6,"When Scourge of Fleets enters the battlefield, return each creature your opponents control with toughness X or less to its owner's hand, where X is the number of Islands you control.",mono,{U}
Skybind,4/1/2014,Journey into Nyx,Rare,.13977,380500,Enchantment,{3}{W}{W},,,"Constellation- Whenever Skybind or another enchantment enters the battlefield under your control, exile target nonenchantment permanent. Return that card to the battlefield under its owner's control at the beginning of the next end step.",mono,{W}
Spawn of Thraxes,4/1/2014,Journey into Nyx,Rare,.13980,380503,Creature - Dragon,{5}{R}{R},5,5,"Flying<br>When Spawn of Thraxes enters the battlefield, it deals damage to target creature or player equal to the number of Mountains you control.",mono,{R}
Temple of Epiphany,4/1/2014,Journey into Nyx,Rare,.13992,380514,Land,,,,"Temple of Epiphany enters the battlefield tapped.<br>When Temple of Epiphany enters the battlefield, scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i><br>{T}: Add {U} or {R} to your mana pool.",land,{U}{R}
Temple of Malady,4/1/2014,Journey into Nyx,Rare,.13993,380515,Land,,,,"Temple of Malady enters the battlefield tapped.<br>When Temple of Malady enters the battlefield, scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i><br>{T}: Add {B} or {G} to your mana pool.",land,{B}{G}
Sage of Hours,4/1/2014,Journey into Nyx,Mythic,.13967,380491,Creature - Human Wizard,{1}{U},1,1,"Heroic- Whenever you cast a spell that targets Sage of Hours, put a +1/+1 counter on it.<br>Remove all +1/+1 counters from Sage of Hours: For each five counters removed this way, take an extra turn after this one.",mono,{U}
Enraged Revolutionary,6/1/2014,Magic: The Gathering—Conspiracy,Common,.14033,382261,Creature - Human Warrior,{2}{R},2,1,"Dethrone <i>(Whenever this creature attacks the player with the most life or tied for most life, put a +1/+1 counter on it.)</i>",mono,{R}
Grenzo's Cutthroat,6/1/2014,Magic: The Gathering—Conspiracy,Common,.14037,382277,Creature - Goblin Rogue,{1}{R},1,1,"First strike<br>Dethrone <i>(Whenever this creature attacks the player with the most life or tied for most life, put a +1/+1 counter on it.)</i>",mono,{R}
Marchesa's Emissary,6/1/2014,Magic: The Gathering—Conspiracy,Common,.14044,382304,Creature - Human Rogue,{3}{U},2,2,"Hexproof <i>(This creature can't be the target of spells or abilities your opponents control.)</i><br>Dethrone <i>(Whenever this creature attacks the player with the most life or tied for most life, put a +1/+1 counter on it.)</i>",mono,{U}
Rousing of Souls,6/1/2014,Magic: The Gathering—Conspiracy,Common,.14053,382348,Sorcery,{2}{W},,,"Parley- Each player reveals the top card of his or her library. For each nonland card revealed this way, you put a 1/1 white Spirit creature token with flying onto the battlefield. Then each player draws a card.",mono,{W}
Selvala's Enforcer,6/1/2014,Magic: The Gathering—Conspiracy,Common,.14057,382359,Creature - Elf Warrior,{3}{G},2,2,"Parley- When Selvala's Enforcer enters the battlefield, each player reveals the top card of his or her library. For each nonland card revealed this way, put a +1/+1 counter on Selvala's Enforcer. Then each player draws a card.",mono,{G}
Wakedancer,6/1/2014,Magic: The Gathering—Conspiracy,Common,.12289,382403,Creature - Human Shaman,{2}{B},2,2,"Morbid- When Wakedancer enters the battlefield, if a creature died this turn, put a 2/2 black Zombie creature token onto the battlefield.",mono,{B}
Deathreap Ritual,6/1/2014,Magic: The Gathering—Conspiracy,Uncommon,.14031,382248,Enchantment,{2}{B}{G},,,"Morbid- At the beginning of each end step, if a creature died this turn, you may draw a card.",multi,{B}{G}
Extract from Darkness,6/1/2014,Magic: The Gathering—Conspiracy,Uncommon,.14034,382264,Sorcery,{3}{U}{B},,,Each player puts the top two cards of his or her library into his or her graveyard. Then put a creature card from a graveyard onto the battlefield under your control.,multi,{U}{B}
Flamewright,6/1/2014,Magic: The Gathering—Conspiracy,Uncommon,.14035,382269,Creature - Human Artificer,{R}{W},1,1,"{1}, {T}: Put a 1/1 colorless Construct artifact creature token with defender onto the battlefield.<br>{T}, Sacrifice a creature with defender: Flamewright deals 1 damage to target creature or player.",multi,{W}{R}
Marchesa's Infiltrator,6/1/2014,Magic: The Gathering—Conspiracy,Uncommon,.14045,382305,Creature - Human Rogue,{2}{U},1,1,"Dethrone <i>(Whenever this creature attacks the player with the most life or tied for most life, put a +1/+1 counter on it.)</i><br>Whenever Marchesa's Infiltrator deals combat damage to a player, draw a card.",mono,{U}
Marchesa's Smuggler,6/1/2014,Magic: The Gathering—Conspiracy,Uncommon,.14046,382306,Creature - Human Rogue,{U}{R},1,1,"Dethrone <i>(Whenever this creature attacks the player with the most life or tied for most life, put a +1/+1 counter on it.)</i><br>{1}{U}{R}: Target creature you control gains haste until end of turn and can't be blocked this turn.",multi,{U}{R}
Predator's Howl,6/1/2014,Magic: The Gathering—Conspiracy,Uncommon,.14050,382333,Instant,{3}{G},,,Put a 2/2 green Wolf creature token onto the battlefield.<br>Morbid- Put three 2/2 green Wolf creature tokens onto the battlefield instead if a creature died this turn.,mono,{G}
Selvala's Charge,6/1/2014,Magic: The Gathering—Conspiracy,Uncommon,.14056,382358,Sorcery,{4}{G},,,"Parley- Each player reveals the top card of his or her library. For each nonland card revealed this way, you put a 3/3 green Elephant creature token onto the battlefield. Then each player draws a card.",mono,{G}
Treasonous Ogre,6/1/2014,Magic: The Gathering—Conspiracy,Uncommon,.14059,382386,Creature - Ogre Shaman,{3}{R},2,3,"Dethrone <i>(Whenever this creature attacks the player with the most life or tied for most life, put a +1/+1 counter on it.)</i><br>Pay 3 life: Add {R} to your mana pool.",mono,{R}
Wakestone Gargoyle,6/1/2014,Magic: The Gathering—Conspiracy,Uncommon,.8320,382404,Creature - Gargoyle,{3}{W},3,4,"Defender, flying<br>{1}{W}: Creatures you control with defender can attack this turn as though they didn't have defender.",mono,{W}
Woodvine Elemental,6/1/2014,Magic: The Gathering—Conspiracy,Uncommon,.14062,382410,Creature - Elemental,{4}{G}{W},4,4,"Trample<br>Parley- Whenever Woodvine Elemental attacks, each player reveals the top card of his or her library. For each nonland card revealed this way, attacking creatures you control get +1/+1 until end of turn. Then each player draws a card.",multi,{W}{G}
Academy Elite,6/1/2014,Magic: The Gathering—Conspiracy,Rare,.14013,382205,Creature - Human Wizard,{3}{U},0,0,"Academy Elite enters the battlefield with X +1/+1 counters on it, where X is the number of instant and sorcery cards in all graveyards.<br>{2}{U}, Remove a +1/+1 counter from Academy Elite: Draw a card, then discard a card.",mono,{U}
"Brago, King Eternal",6/1/2014,Magic: The Gathering—Conspiracy,Rare,.14017,382221,Legendary Creature - Spirit,{2}{W}{U},2,4,"Flying<br>When Brago, King Eternal deals combat damage to a player, exile any number of target nonland permanents you control, then return those cards to the battlefield under their owner's control.",multi,{W}{U}
Custodi Soulbinders,6/1/2014,Magic: The Gathering—Conspiracy,Rare,.14027,382242,Creature - Human Cleric,{3}{W},0,0,"Custodi Soulbinders enters the battlefield with X +1/+1 counters on it, where X is the number of other creatures on the battlefield.<br>{2}{W}, Remove a +1/+1 counter from Custodi Soulbinders: Put a 1/1 white Spirit creature token with flying onto the battlefield.",mono,{W}
Drakestown Forgotten,6/1/2014,Magic: The Gathering—Conspiracy,Rare,.14032,382254,Creature - Zombie,{4}{B},0,0,"Drakestown Forgotten enters the battlefield with X +1/+1 counters on it, where X is the number of creature cards in all graveyards.<br>{2}{B}, Remove a +1/+1 counter from Drakestown Forgotten: Target creature gets -1/-1 until end of turn.",mono,{B}
Grenzo's Rebuttal,6/1/2014,Magic: The Gathering—Conspiracy,Rare,.14038,382278,Sorcery,{4}{R}{R},,,"Put a 4/4 red Ogre creature token onto the battlefield. Starting with you, each player chooses an artifact, a creature, and a land from among the permanents controlled by the player to his or her left. Destroy each permanent chosen this way.",mono,{R}
Realm Seekers,6/1/2014,Magic: The Gathering—Conspiracy,Rare,.14051,382339,Creature - Elf Scout,{4}{G}{G},0,0,"Realm Seekers enters the battlefield with X +1/+1 counters on it, where X is the total number of cards in all players' hands.<br>{2}{G}, Remove a +1/+1 counter from Realm Seekers: Search your library for a land card, reveal it, put it into your hand, then shuffle your library.",mono,{G}
Reign of the Pit,6/1/2014,Magic: The Gathering—Conspiracy,Rare,.14052,382343,Sorcery,{4}{B}{B},,,"Each player sacrifices a creature. Put an X/X black Decreature token with flying onto the battlefield, where X is the total power of the creatures sacrificed this way.",mono,{B}
"Muzzio, Visionary Architect",6/1/2014,Magic: The Gathering—Conspiracy,Mythic,.14047,382314,Legendary Creature - Human Artificer,{1}{U}{U},1,3,"{3}{U}, {T}: Look at the top X cards of your library, where X is the highest converted mana cost among artifacts you control. You may reveal an artifact card from among them and put it onto the battlefield. Put the rest on the bottom of your library in any order.",mono,{U}
Addle,6/1/2014,Vintage Masters,Common,.4922,382836,Sorcery,{1}{B},,,Choose a color. Target player reveals his or her hand and you choose a card of that color from it. That player discards that card.,mono,{B}
Afterlife,6/1/2014,Vintage Masters,Common,.2389,382838,Instant,{2}{W},,,Destroy target creature. It can't be regenerated. Its controller puts a 1/1 white Spirit creature token with flying onto the battlefield.,mono,{W}
Arrogant Wurm,6/1/2014,Vintage Masters,Common,.5769,382849,Creature - Wurm,{3}{G}{G},4,4,"Trample<br>Madness {2}{G} <i>(If you discard this card, you may cast it for its madness cost instead of putting it into your graveyard.)</i>",mono,{G}
Beetleback Chief,6/1/2014,Vintage Masters,Common,.12517,382862,Creature - Goblin Warrior,{2}{R}{R},2,2,"When Beetleback Chief enters the battlefield, put two 1/1 red Goblin creature tokens onto the battlefield.",mono,{R}
Brindle Shoat,6/1/2014,Vintage Masters,Common,.12518,382874,Creature - Boar,{1}{G},1,1,"When Brindle Shoat dies, put a 3/3 green Boar creature token onto the battlefield.",mono,{G}
Circular Logic,6/1/2014,Vintage Masters,Common,.5792,382888,Instant,{2}{U},,,"Counter target spell unless its controller pays {1} for each card in your graveyard.<br>Madness {U} <i>(If you discard this card, you may cast it for its madness cost instead of putting it into your graveyard.)</i>",mono,{U}
Dauthi Mercenary,6/1/2014,Vintage Masters,Common,.3119,382907,Creature - Dauthi Knight Mercenary,{2}{B},2,1,Shadow <i>(This creature can block or be blocked by only creatures with shadow.)</i><br>{1}{B}: Dauthi Mercenary gets +1/+0 until end of turn.,mono,{B}
Elephant Guide,6/1/2014,Vintage Masters,Common,.5935,382921,Enchantment - Aura,{2}{G},,,"Enchant creature<br>Enchanted creature gets +3/+3.<br>When enchanted creature dies, put a 3/3 green Elephant creature token onto the battlefield.",mono,{G}
Goblin Commando,6/1/2014,Vintage Masters,Common,.4374,382956,Creature - Goblin,{4}{R},2,2,"When Goblin Commando enters the battlefield, it deals 2 damage to target creature.",mono,{R}
Goblin General,6/1/2014,Vintage Masters,Common,.3654,382957,Creature - Goblin Warrior,{1}{R}{R},1,1,"Whenever Goblin General attacks, Goblin creatures you control get +1/+1 until end of turn.",mono,{R}
Killer Whale,6/1/2014,Vintage Masters,Common,.1228,382988,Creature - Whale,{3}{U}{U},3,5,{U}: Killer Whale gains flying until end of turn.,mono,{U}
Mistmoon Griffin,6/1/2014,Vintage Masters,Common,.3011,383016,Creature - Griffin,{3}{W},2,2,"Flying<br>When Mistmoon Griffin dies, exile Mistmoon Griffin, then return the top creature card of your graveyard to the battlefield.",mono,{W}
Predatory Nightstalker,6/1/2014,Vintage Masters,Common,.3604,383053,Creature - Nightstalker,{3}{B}{B},3,2,"When Predatory Nightstalker enters the battlefield, you may have target opponent sacrifice a creature.",mono,{B}
Skirge Familiar,6/1/2014,Vintage Masters,Common,.3904,383094,Creature - Imp,{4}{B},3,2,Flying<br>Discard a card: Add {B} to your mana pool.,mono,{B}
Soltari Emissary,6/1/2014,Vintage Masters,Common,.3286,383103,Creature - Soltari Soldier,{1}{W},2,1,{W}: Soltari Emissary gains shadow until end of turn. <i>(This creature can block or be blocked by only creatures with shadow.)</i>,mono,{W}
Tangle,6/1/2014,Vintage Masters,Common,.5140,383123,Instant,{1}{G},,,Prevent all combat damage that would be dealt this turn.<br>Each attacking creature doesn't untap during its controller's next untap step.,mono,{G}
Tribute to the Wild,6/1/2014,Vintage Masters,Common,.11749,383137,Instant,{1}{G},,,Each opponent sacrifices an artifact or enchantment.,mono,{G}
Blazing Specter,6/1/2014,Vintage Masters,Uncommon,.1221,382868,Creature - Specter,{2}{B}{R},2,2,"Flying, haste<br>Whenever Blazing Specter deals combat damage to a player, that player discards a card.",multi,{B}{R}
Caldera Lake,6/1/2014,Vintage Masters,Uncommon,.3095,382878,Land,,,,Caldera Lake enters the battlefield tapped.<br>{T}: Add {1} to your mana pool.<br>{T}: Add {U} or {R} to your mana pool. Caldera Lake deals 1 damage to you.,land,{U}{R}
Dark Hatchling,6/1/2014,Vintage Masters,Uncommon,.3739,382905,Creature - Horror,{4}{B}{B},3,3,"Flying<br>When Dark Hatchling enters the battlefield, destroy target nonblack creature. It can't be regenerated.",mono,{B}
Death Grasp,6/1/2014,Vintage Masters,Uncommon,.1594,382908,Sorcery,{X}{W}{B},,,Death Grasp deals X damage to target creature or player. You gain X life.,multi,{W}{B}
